name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,ex_UID,operation_count,total_duration_us,mean_duration_us,std_duration_us,GFLOPS,Data Moved (MB),FLOPS/Byte,Compute Spec,TB/s_mean,TB/s_std,TFLOPS/s_mean,TFLOPS/s_std,Kernel Time (µs)_mean,Kernel Time (µs)_std,Kernel Time (µs)_sum,duration_us_median,duration_us_min,duration_us_max,TB/s_median,TB/s_min,TB/s_max,TFLOPS/s_median,TFLOPS/s_min,TFLOPS/s_max,Kernel Time (µs)_median,Kernel Time (µs)_min,Kernel Time (µs)_max,kernel_details_summary,trunc_kernel_details,perf_params,has_perf_model,Percentage (%),Cumulative Percentage (%),enhanced_category,display_name
aten::fill_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32, 32768), ())","('c10::BFloat16', 'Scalar')","((32768, 1), ())","('', '0')",138615,192,1026.888,5.348375,0.7597739847174312,,,,,,,,,6.90343729654948,2.00835972905987,1325.4599609375,5.147,4.286,8.691,,,,,,,6.21923828125,4.119140625,11.87890625,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1325.463), 'mean_duration_us': np.float64(6.9034531249999995), 'median_duration_us': np.float64(6.218999999999999), 'std_dev_duration_us': np.float64(2.003122780261543), 'min_duration_us': np.float64(4.119), 'max_duration_us': np.float64(11.879)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(6.9)}]",,False,0.0111672493068376,99.63289332474908,elementwise,elementwise
aten::div,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((), ())","('float', 'long int')","((), ())","('', '')",137999,200,1940.276,9.70138,2.25852475210687,1e-09,1.52587890625e-05,0.0625,vector_fp32,2.746593731029193e-06,1.158176888840536e-06,1.7166210818932458e-07,7.23860555525335e-08,6.582216796875,2.0894180454382494,1316.443359375,9.083,7.751,28.058,2.614746249601021e-06,1.081166688663059e-06,7.695631751996243e-06,1.6342164060006385e-07,6.757291804144119e-08,4.809769844997652e-07,6.119140625,2.0791015625,14.798828125,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 200, 'total_duration_us': np.float64(1316.45), 'mean_duration_us': np.float64(6.58225), 'median_duration_us': np.float64(6.119), 'std_dev_duration_us': np.float64(2.0842658869491677), 'min_duration_us': np.float64(2.079), 'max_duration_us': np.float64(14.799)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BU...', 'stream': 0, 'mean_duration_us': np.float64(6.58)}]","{'shape_in1': (), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'long int', None), 'stride_input1': (), 'stride_input2': (), 'stride_output': None}",True,0.0110912827438962,99.64398460749295,elementwise,elementwise
aten::scatter_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 32), (), (32768, 4), (32768, 4))","('c10::BFloat16', 'Scalar', 'long int', 'c10::BFloat16')","((32, 1), (), (4, 1), (4, 1))","('', '1', '', '')",138711,192,2004.279,10.438953125,3.7692195468764647,,,,,,,,,6.831288655598958,1.7770479262507644,1311.607421875,9.633,8.021,40.185,,,,,,,6.21923828125,4.3994140625,11.5185546875,"[{'name': 'void at::native::_scatter_gather_elementwise_kernel<256, 4, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1311.62), 'mean_duration_us': np.float64(6.831354166666666), 'median_duration_us': np.float64(6.218999999999999), 'std_dev_duration_us': np.float64(1.7723308392432373), 'min_duration_us': np.float64(4.399), 'max_duration_us': np.float64(11.519)}]","[{'name': 'void at::native::_scatter_gather_elementwise_kernel<256, 4, at::...', 'stream': 0, 'mean_duration_us': np.float64(6.83)}]",,False,0.0110505390614869,99.65503514655444,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((), (1,))","('float', 'float')","((), (1,))","('', '')",138644,192,1955.815,10.186536458333334,1.3496880224059684,1e-09,1.1444091796875e-05,0.0833333333333333,vector_fp32,1.9106467750465605e-06,5.466690710861357e-07,1.5922056458721337e-07,4.5555755923844653e-08,6.8207143147786455,2.0047382086719843,1309.5771484375,9.8435,8.201,20.007,1.9546855436162384e-06,8.499100843823489e-07,3.062048342885622e-06,1.6289046196801985e-07,7.082584036519573e-08,2.551706952404685e-07,6.13916015625,3.9189453125,14.119140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1309.577), 'mean_duration_us': np.float64(6.820713541666667), 'median_duration_us': np.float64(6.138999999999999), 'std_dev_duration_us': np.float64(1.999522397719838), 'min_duration_us': np.float64(3.919), 'max_duration_us': np.float64(14.119)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Bi...', 'stream': 0, 'mean_duration_us': np.float64(6.82)}]","{'shape_in1': (), 'shape_in2': (1,), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (), 'stride_input2': (1,), 'stride_output': None}",True,0.0110334336261619,99.66606858018062,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 32), (32768, 32), ())","('float', 'c10::BFloat16', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",138720,192,1270.997,6.619776041666667,13.280854067063126,0.001048576,6.0,0.1666666666666666,vector_fp32,0.9898886093347592,0.2462002620113751,0.1649814348891265,0.0410333770018958,6.7888031005859375,1.802324008204799,1303.4501953125,5.4175,4.556,189.339,1.0116224699387328,0.5462018604493429,1.4171691473823145,0.1686037449897888,0.0910336434082238,0.2361948578970523,6.21923828125,4.439453125,11.5185546875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1303.466), 'mean_duration_us': np.float64(6.788885416666666), 'median_duration_us': np.float64(6.218999999999999), 'std_dev_duration_us': np.float64(1.7975970874904066), 'min_duration_us': np.float64(4.439), 'max_duration_us': np.float64(11.519)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(6.79)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('float', 'c10::BFloat16'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0109818128944502,99.67705039307508,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((4096, 256), (4096, 256), ())","('float', 'float', 'Scalar')","((256, 1), (0, 1), ())","('', '', 'False')",138679,192,1494.018,7.78134375,1.1727437227853583,0.001048576,8.0,0.125,vector_fp32,1.3115890201312688,0.310769184810015,0.1639486275164086,0.0388461481012518,6.781504313151042,1.6878523488952957,1302.048828125,7.516,6.439,14.64,1.3359694954222117,0.7085650904891528,1.8895588631764189,0.1669961869277764,0.0885706363111441,0.2361948578970523,6.279296875,4.439453125,11.8388671875,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1302.063), 'mean_duration_us': np.float64(6.781578125), 'median_duration_us': np.float64(6.279), 'std_dev_duration_us': np.float64(1.6833980683119736), 'min_duration_us': np.float64(4.439), 'max_duration_us': np.float64(11.839)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 0, 'mean_duration_us': np.float64(6.78)}]","{'op_shape': (4096, 256), 'dtype_in_out': ('float', 'float'), 'stride_input': (256, 1), 'stride_output': (0, 1)}",True,0.0109700061124919,99.68802039918756,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((64,), (64,), ())","('c10::BFloat16', 'float', 'Scalar')","((1,), (1,), ())","('', '', 'False')",138845,192,1477.561,7.695630208333333,0.5135672019464828,6.4e-08,0.0003662109375,0.1666666666666666,vector_bf16,6.0967656875529184e-05,1.665415200623626e-05,1.016127614592153e-05,2.775692001039376e-06,6.777394612630208,1.8360795125521052,1301.259765625,7.62,6.829,11.766,6.154578181249023e-05,3.3685941917244925e-05,9.602344322344324e-05,1.0257630302081704e-05,5.6143236528741545e-06,1.6003907203907204e-05,6.2392578125,3.9990234375,11.3994140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1301.2599999999998), 'mean_duration_us': np.float64(6.777395833333332), 'median_duration_us': np.float64(6.239), 'std_dev_duration_us': np.float64(1.8313516153784628), 'min_duration_us': np.float64(3.999), 'max_duration_us': np.float64(11.399)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(6.78)}]","{'op_shape': (64,), 'dtype_in_out': ('c10::BFloat16', 'float'), 'stride_input': (1,), 'stride_output': (1,)}",True,0.0109633581126158,99.69898375730018,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((), ())","('float', 'Scalar')","((), ())","('', '1.')",138643,192,1234.151,6.427869791666667,1.287964455431285,,,,,,,,,6.710215250651042,1.9022210379031028,1288.361328125,6.053,5.227,18.555,,,,,,,6.17919921875,3.87890625,14.19921875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1288.375), 'mean_duration_us': np.float64(6.710286458333333), 'median_duration_us': np.float64(6.179), 'std_dev_duration_us': np.float64(1.8973030053165703), 'min_duration_us': np.float64(3.879), 'max_duration_us': np.float64(14.199)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(6.71)}]",,False,0.0108546863522638,99.70983844365244,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((), ())","('float', 'double')","((), ())","('', '')",138655,192,1467.502,7.643239583333333,0.9696397749085184,1e-09,1.52587890625e-05,0.0625,vector_fp32,2.601255762953545e-06,7.177863742272336e-07,1.6257848518459656e-07,4.48616483892021e-08,6.6398468017578125,1.8551837369231725,1274.8505859375,7.475,5.758,12.667,2.685021304490331e-06,1.389063162356931e-06,4.082731123847496e-06,1.678138315306457e-07,8.681644764730818e-08,2.551706952404685e-07,5.958984375,3.9189453125,11.5185546875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1274.856), 'mean_duration_us': np.float64(6.639875), 'median_duration_us': np.float64(5.959), 'std_dev_duration_us': np.float64(1.8503901911151064), 'min_duration_us': np.float64(3.919), 'max_duration_us': np.float64(11.519)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 0, 'mean_duration_us': np.float64(6.64)}]","{'shape_in1': (), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'double', None), 'stride_input1': (), 'stride_input2': (), 'stride_output': None}",True,0.0107408558098296,99.72057929946229,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 4), ())","('c10::BFloat16', 'double')","((4, 1), ())","('', '')",138702,192,1562.46,8.1378125,1.003909439945937,0.000131072,0.5000076293945312,0.2499961853609411,vector_bf16,0.0850088423915887,0.0231177288331983,0.0212518863198466,0.0057793440225082,6.639007568359375,1.8014790902277864,1274.689453125,7.941,6.459,12.207,0.086817448900388,0.0442859938959003,0.1324319447459299,0.0217040310478654,0.011071329538893,0.0331074810064134,6.0390625,3.958984375,11.8388671875,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1274.6970000000001), 'mean_duration_us': np.float64(6.639046875000001), 'median_duration_us': np.float64(6.039), 'std_dev_duration_us': np.float64(1.796851541264442), 'min_duration_us': np.float64(3.959), 'max_duration_us': np.float64(11.839)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::AU...', 'stream': 0, 'mean_duration_us': np.float64(6.64)}]","{'shape_in1': (32768, 4), 'shape_in2': (), 'dtype_in1_in2_out': ('c10::BFloat16', 'double', None), 'stride_input1': (4, 1), 'stride_input2': (), 'stride_output': None}",True,0.0107394982355975,99.73131879769788,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32, 32768), (32, 32768), ())","('bool', 'bool', 'Scalar')","((32768, 1), (1, 32), ())","('', '', 'False')",501,192,1618.962,8.43209375,1.66512928025446,0.001048576,,,,,,0.1594322569221482,0.0099457838109819,6.6048431396484375,0.4516816931923246,1268.1298828125,8.036000000000001,6.819,23.972,,,,0.1608601983520599,0.1285148801915021,0.1783328058462049,6.5185546875,5.8798828125,8.1591796875,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1268.136), 'mean_duration_us': np.float64(6.604875), 'median_duration_us': np.float64(6.519), 'std_dev_duration_us': np.float64(0.45057382973455823), 'min_duration_us': np.float64(5.88), 'max_duration_us': np.float64(8.159)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(6.6)}]","{'op_shape': (32, 32768), 'dtype_in_out': ('bool', 'bool'), 'stride_input': (32768, 1), 'stride_output': (1, 32)}",True,0.0106842326227656,99.75272133394276,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166178 (python),"((1813118848,), ())","('float', 'Scalar')","((1,), ())","('', '0')",2,1,33.916,33.916,,,,,,,,,,1167.0068359375,,1167.0068359375,33.916,33.916,33.916,,,,,,,1167.0068359375,1167.0068359375,1167.0068359375,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 0, 'count': 1, 'total_duration_us': np.float64(248.401), 'mean_duration_us': np.float64(248.401), 'median_duration_us': np.float64(248.401), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(248.401), 'max_duration_us': np.float64(248.401)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 0, 'count': 1, 'total_duration_us': np.float64(281.282), 'mean_duration_us': np.float64(281.282), 'median_duration_us': np.float64(281.282), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(281.282), 'max_duration_us': np.float64(281.282)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 0, 'count': 1, 'total_duration_us': np.float64(313.722), 'mean_duration_us': np.float64(313.722), 'median_duration_us': np.float64(313.722), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(313.722), 'max_duration_us': np.float64(313.722)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 0, 'count': 1, 'total_duration_us': np.float64(323.602), 'mean_duration_us': np.float64(323.602), 'median_duration_us': np.float64(323.602), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(323.602), 'max_duration_us': np.float64(323.602)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(248.4)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(281.28)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(313.72)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(323.6)}]",,False,0.0098322519455662,99.77298714448604,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32768, 4), (32768, 4), ())","('long int', 'long int', 'Scalar')","((4, 1), (1, 0), ())","('', '', 'False')",391,192,1287.593,6.706213541666667,0.941142450019802,0.000131072,2.0,0.0625,,0.3682445137047421,0.0427242633977824,0.0230152821065463,0.0026702664623614,5.801854451497396,0.9576579144785712,1113.9560546875,6.4030000000000005,5.338,12.257,0.3814070003562538,0.1927723202872531,0.4161790015503876,0.0238379375222658,0.0120482700179533,0.0260111875968992,5.49853515625,5.0390625,10.87890625,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1113.936), 'mean_duration_us': np.float64(5.801749999999999), 'median_duration_us': np.float64(5.4990000000000006), 'std_dev_duration_us': np.float64(0.9552187685725889), 'min_duration_us': np.float64(5.039), 'max_duration_us': np.float64(10.879)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 0, 'mean_duration_us': np.float64(5.8)}]","{'op_shape': (32768, 4), 'dtype_in_out': ('long int', 'long int'), 'stride_input': (4, 1), 'stride_output': (1, 0)}",True,0.0093852891420106,99.79200884109214,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166178 (python),"((), ())","('float', 'double')","((), ())","('', '')",354,192,1696.195,8.834348958333333,1.799304082487296,1e-09,1.52587890625e-05,0.0625,vector_fp32,2.841943060609476e-06,3.965518631628367e-07,1.7762144128809225e-07,2.478449144767729e-08,5.78380839029948,1.1743747140902,1110.4912109375,8.171,6.809,15.722,2.8375476272947696e-06,1.2903835551705127e-06,3.4197453558756e-06,1.773467267059231e-07,8.064897219815706e-08,2.13734084742225e-07,5.638671875,4.6787109375,12.3994140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1110.495), 'mean_duration_us': np.float64(5.783828124999999), 'median_duration_us': np.float64(5.639), 'std_dev_duration_us': np.float64(1.1712659891476334), 'min_duration_us': np.float64(4.679), 'max_duration_us': np.float64(12.399)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 0, 'mean_duration_us': np.float64(5.78)}]","{'shape_in1': (), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'double', None), 'stride_input1': (), 'stride_input2': (), 'stride_output': None}",True,0.0093560971821584,99.8013649382743,elementwise,elementwise
aten::div,elementwise,python,CPU,thread 166178 (python),"((), ())","('float', 'double')","((), ())","('', '')",358,192,1221.926,6.364197916666666,1.1701695417483005,1e-09,1.52587890625e-05,0.0625,vector_fp32,2.813541082047089e-06,3.19670402595084e-07,1.758463176279431e-07,1.9979400162192752e-08,5.783620198567708,0.9066237673298518,1110.455078125,6.0785,4.617,16.523,2.8175408426483235e-06,1.320225624496374e-06,3.362199876872563e-06,1.7609630266552025e-07,8.251410153102338e-08,2.101374923045352e-07,5.6787109375,4.7587890625,12.119140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1110.459), 'mean_duration_us': np.float64(5.783640625), 'median_duration_us': np.float64(5.679), 'std_dev_duration_us': np.float64(0.9042697220545478), 'min_duration_us': np.float64(4.759), 'max_duration_us': np.float64(12.119)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BU...', 'stream': 0, 'mean_duration_us': np.float64(5.78)}]","{'shape_in1': (), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'double', None), 'stride_input1': (), 'stride_input2': (), 'stride_output': None}",True,0.0093557927564215,99.81072073103071,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), (32768, 32), ())","('c10::BFloat16', 'float', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",275,192,1213.859,6.322182291666667,1.0283178370161687,0.001048576,6.0,0.1666666666666666,vector_bf16,1.1004592789054155,0.0691103126019963,0.1834098798175693,0.011518385433666,5.740753173828125,0.3804219702750217,1102.224609375,6.028499999999999,4.967,10.524,1.107902139982803,0.8642944652535552,1.3001919160443995,0.1846503566638005,0.1440490775422591,0.2166986526740666,5.6787109375,4.8388671875,7.279296875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1102.22), 'mean_duration_us': np.float64(5.740729166666667), 'median_duration_us': np.float64(5.679), 'std_dev_duration_us': np.float64(0.3794425593103285), 'min_duration_us': np.float64(4.839), 'max_duration_us': np.float64(7.279)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(5.74)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('c10::BFloat16', 'float'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0092864495101884,99.82000718054093,elementwise,elementwise
aten::add_,elementwise,python,CPU,thread 166178 (python),"((), (), ())","('float', 'float', 'Scalar')","((), (), ())","('', '', '1')",363,192,1841.963,9.593557291666666,2.3163553984177403,1e-09,1.1444091796875e-05,0.0833333333333333,vector_fp32,2.1504784100808788e-06,2.915269687392864e-07,1.7920653417340657e-07,2.4293914061607193e-08,5.7127685546875,1.0241709933575784,1096.8515625,8.797,7.2,19.707,2.1281607204710774e-06,9.804516077555253e-07,2.5648090169067e-06,1.773467267059231e-07,8.170430064629379e-08,2.13734084742225e-07,5.638671875,4.6787109375,12.2392578125,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1096.857), 'mean_duration_us': np.float64(5.7127968749999996), 'median_duration_us': np.float64(5.639), 'std_dev_duration_us': np.float64(1.0214868173966978), 'min_duration_us': np.float64(4.679), 'max_duration_us': np.float64(12.239)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 0, 'mean_duration_us': np.float64(5.71)}]","{'shape_in1': (), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (), 'stride_input2': (), 'stride_output': None}",True,0.0092411805803385,99.83850956797843,elementwise,elementwise
